
央视标清,#genre#
怡伴健康,http://112.50.243.8/PLTV/88888888/224/3221225883/1.m3u8
超级电影,http://112.50.243.8/PLTV/88888888/224/3221225883/1.m3u8
超级体育,http://112.50.243.8/PLTV/88888888/224/3221225925/1.m3u8
超级综艺,http://112.50.243.8/PLTV/88888888/224/3221225924/1.m3u8
超级电视剧,http://112.50.243.8/PLTV/88888888/224/3221225924/1.m3u8

iHOT频道,#genre#
爱奇谈,http://101.71.255.229:6610/zjhs/2/10103/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱悬疑,http://101.71.255.229:6610/zjhs/2/10104/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱喜剧,http://101.71.255.229:6610/zjhs/2/10105/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱经典,http://101.71.255.229:6610/zjhs/2/10106/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱动漫,http://101.71.255.229:6610/zjhs/2/10107/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱解密,http://101.71.255.229:6610/zjhs/2/10109/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱电竞,http://101.71.255.229:6610/zjhs/2/10110/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱都市,http://101.71.255.229:6610/zjhs/2/10111/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱幼教,http://101.71.255.229:6610/zjhs/2/10112/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱科幻,http://101.71.255.229:6610/zjhs/2/10113/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱江湖,http://101.71.255.229:6610/zjhs/2/10114/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱浪漫,http://101.71.255.229:6610/zjhs/2/10115/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱院线,http://101.71.255.229:6610/zjhs/2/10116/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱玩具,http://101.71.255.229:6610/zjhs/2/10117/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱时尚,http://101.71.255.229:6610/zjhs/2/10118/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱军武,http://101.71.255.229:6610/zjhs/2/10119/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱历史,http://101.71.255.229:6610/zjhs/2/10120/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱世界,http://101.71.255.229:6610/zjhs/2/10121/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱科学,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230106/index.m3u8
爱旅行,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230106/index.m3u8
爱探索,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230112/index.m3u8

少儿频道,#genre#
CETV4,http://cctvalih5ca.v.myalicdn.com/cstv/cetv4_2/index.m3u8
爱动漫,http://101.71.255.229:6610/zjhs/2/10107/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
国产动画,http://112.50.243.8/PLTV/88888888/224/3221226741/1.m3u8
日本动漫,http://112.50.243.8/PLTV/88888888/224/3221226741/1.m3u8
公主城堡,http://112.50.243.8/PLTV/88888888/224/3221226732/1.m3u8
炫佳动漫,http://gqys.lbcl01.cibn.cc/hls/vCIBNDMPD/1800/vCIBNDMPD.m3u8?k=b5c4880dcfa832eb2ed6e77efe7c39f2&channel=xlmediawatch&t=1592966772&ttl=86400&type=3&videotype=loop
童学世界,http://gqys.lbcl01.cibn.cc/hls/vCIBNRBJC/1800/vCIBNRBJC.m3u8?k=b5c4880dcfa832eb2ed6e77efe7c39f2&channel=xlmediawatch&t=1592966772&ttl=86400&type=3&videotype=loop
动漫秀场,http://112.50.243.8/PLTV/88888888/224/3221226141/1.m3u8
动漫电影,http://112.17.40.140/PLTV/88888888/224/3221226178/index.m3u8
新科动漫,http://cctvtxyh5ca.liveplay.myqcloud.com/live/xinkedongman_2_hd.m3u8
黑莓动画,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225914/1.m3u8
亲子启蒙,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_qinziqimeng_1080p_t10/c16_lb_qinziqimeng_1080p_t10.m3u8
儿童乐园,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_dongmantiandi_1080p_t10/c15_lb_dongmantiandi_1080p_t10.m3u8
动画小天地,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_dishine_1080p_t10/c15_lb_dishine_1080p_t10.m3u8



记录,#genre#
GITV军事观察,http://221.178.100.41/r/baiducdncmn-cq.inter.ptqy.gitv.tv/tslive/c20_lb_junshiguancha_1080p_t5/c20_lb_junshiguancha_1080p_t5.m3u8 
GITV历史秘闻,http://221.178.100.41/r/baiducdncmn-cq.inter.ptqy.gitv.tv/tslive/c18_lb_lishimiwen_1080p_t5/c18_lb_lishimiwen_1080p_t5.m3u8
DOX新知,http://39.135.10.66/gz.ucdn.10086.cn/PLTV/88888888/224/3221226014/1/index.m3u8?fmt=ts2hls
求索动物,http://117.148.187.83/PLTV/88888888/224/3221226695/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226695/index.m3u8
求索纪录,http://112.17.40.154/PLTV/88888888/224/3221226610/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226610/index.m3u8
求索科学,http://112.17.40.200/PLTV/88888888/224/3221226608/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226608/index.m3u8
求索生活,http://112.17.40.36/PLTV/88888888/224/3221226606/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226606/index.m3u8
I-Hot爱军武,http://117.148.187.83/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230083/01.m3u8
I-Hot爱解密,http://117.148.187.83/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230080/01.m3u8
I-Hot爱历史,http://117.148.187.83/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230100/01.m3u8
I-Hot爱美食,http://117.148.187.83/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230115/01.m3u8
I-Hot爱探索,http://117.148.187.83/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230112/index.m3u8
I-Hot爱科学,http://117.148.187.83/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230106/index.m3u8
I-Hot爱旅行,http://117.148.187.83/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230052/index.m3u8
I-Hot爱猎奇,http://117.148.187.83/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230097/index.m3u8
I-Hot爱世界,http://117.148.187.83/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230046/01.m3u8
纪录,http://112.17.40.147/PLTV/88888888/224/3221226360/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226360/index.m3u8
大侦探,http://117.148.187.83/PLTV/88888888/224/3221226179/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226179/index.m3u8

IPV6专用,#genre#
CCTV-1综合高清,http://hdtv.haust.edu.cn/hls/cctv1hd.m3u8
CCTV-1综合高清,http://hdtv.haust.edu.cn/hls/jlu_cctv1hd.m3u8
CCTV-1综合高清,http://hdtv.haust.edu.cn/hls/hls27.m3u8
CCTV-1综合高清,http://hdtv.haust.edu.cn/hls/hls256.m3u8
CCTV-1综合高清,http://hdtv.haust.edu.cn/hls/hls74a1.m3u8
CCTV-2财经高清,http://hdtv.haust.edu.cn/hls/cctv2hd.m3u8
CCTV-2财经高清,http://hdtv.haust.edu.cn/hls/jlu_cctv2hd.m3u8
CCTV-2财经高清,http://hdtv.haust.edu.cn/hls/hls135.m3u8
CCTV-2财经高清,http://hdtv.haust.edu.cn/hls/hls74a2.m3u8
CCTV-3综艺高清,http://hdtv.haust.edu.cn/hls/cctv3hd.m3u8
CCTV-3综艺高清,http://hdtv.haust.edu.cn/hls/jlu_cctv3.m3u8
CCTV-3综艺高清,http://hdtv.haust.edu.cn/hls/hls74a3.m3u8
CCTV-4中文国际高清,http://hdtv.haust.edu.cn/hls/cctv4hd.m3u8
CCTV-4中文国际高清,http://hdtv.haust.edu.cn/hls/hls4.m3u8
CCTV-4中文国际高清,http://hdtv.haust.edu.cn/hls/hls68a40.m3u8
CCTV-4中文国际高清,http://hdtv.haust.edu.cn/hls/hls74a4.m3u8
CCTV-5体育高清,http://hdtv.haust.edu.cn/hls/cctv5hd.m3u8
CCTV-5体育高清,http://hdtv.haust.edu.cn/hls/jlu_cctv5hd.m3u8
CCTV-5体育高清,http://hdtv.haust.edu.cn/hls/hls73a5.m3u8
CCTV-5体育高清,http://hdtv.haust.edu.cn/hls/hls257.m3u8
CCTV体育赛事高清,http://hdtv.haust.edu.cn/hls/cctv5phd.m3u8
CCTV体育赛事高清,http://hdtv.haust.edu.cn/hls/jlu_cctv5p.m3u8
CCTV体育赛事高清,http://hdtv.haust.edu.cn/hls/hls92.m3u8
CCTV体育赛事高清,http://hdtv.haust.edu.cn/hls/hls73a6.m3u8
CCTV-6电影高清,http://hdtv.haust.edu.cn/hls/cctv6hd.m3u8
CCTV-6电影高清,http://hdtv.haust.edu.cn/hls/jlu_cctv6hd.m3u8
CCTV-7国防军事高清,http://hdtv.haust.edu.cn/hls/cctv7hd.m3u8
CCTV-7国防军事高清,http://hdtv.haust.edu.cn/hls/jlu_cctv7hd.m3u8
CCTV-7国防军事高清,http://hdtv.haust.edu.cn/hls/hls136.m3u8
CCTV-7国防军事高清,http://hdtv.haust.edu.cn/hls/hls73a8.m3u8
CCTV-8电视剧高清,http://hdtv.haust.edu.cn/hls/cctv8hd.m3u8
CCTV-8电视剧高清,http://hdtv.haust.edu.cn/hls/jlu_cctv8.m3u8
CCTV-8电视剧高清,http://hdtv.haust.edu.cn/hls/hls72a9.m3u8
CCTV-9纪录高清,http://hdtv.haust.edu.cn/hls/cctv9hd.m3u8
CCTV-9纪录高清,http://hdtv.haust.edu.cn/hls/jlu_cctv9hd.m3u8
CCTV-9纪录高清,http://hdtv.haust.edu.cn/hls/hls72a10.m3u8
CCTV-9纪录高清,http://hdtv.haust.edu.cn/hls/hls137.m3u8
CGTN-纪录高清,http://hdtv.haust.edu.cn/hls/hls67a44.m3u8
CGTN-纪录高清,http://hdtv.haust.edu.cn/hls/hls67a43.m3u8
CGTN高清,http://hdtv.haust.edu.cn/hls/hls185a571.m3u8
CCTV-10科教高清,http://hdtv.haust.edu.cn/hls/cctv10hd.m3u8
CCTV-10科教高清,http://hdtv.haust.edu.cn/hls/jlu_cctv10hd.m3u8
CCTV-10科教高清,http://hdtv.haust.edu.cn/hls/hls138.m3u8
CCTV-10科教高清,http://hdtv.haust.edu.cn/hls/hls72a11.m3u8
CCTV-11戏曲高清,http://hdtv.haust.edu.cn/hls/jlu_cctv11hd.m3u8
CCTV-12社会与法高清,http://hdtv.haust.edu.cn/hls/cctv12hd.m3u8
CCTV-12社会与法高清,http://hdtv.haust.edu.cn/hls/jlu_cctv12hd.m3u8
CCTV-12社会与法高清,http://hdtv.haust.edu.cn/hls/hls72a12.m3u8
CCTV-12社会与法高清,http://hdtv.haust.edu.cn/hls/hls139.m3u8
CCTV-13新闻高清,http://hdtv.haust.edu.cn/hls/cctv13hd.m3u8
CCTV-13新闻高清,http://hdtv.haust.edu.cn/hls/jlu_cctv13.m3u8
CCTV-13新闻高清,http://hdtv.haust.edu.cn/hls/hls186a13.m3u8
CCTV-13新闻高清,http://hdtv.haust.edu.cn/hls/hls258.m3u8
CCTV-14少儿高清,http://hdtv.haust.edu.cn/hls/cctv14hd.m3u8
CCTV-14少儿高清,http://hdtv.haust.edu.cn/hls/jlu_cctv14hd.m3u8
CCTV-14少儿高清,http://hdtv.haust.edu.cn/hls/hls140.m3u8
CCTV-14少儿高清,http://hdtv.haust.edu.cn/hls/hls71a13.m3u8
CCTV-15音乐高清,http://hdtv.haust.edu.cn/hls/jlu_cctv15hd.m3u8
CCTV-15音乐高清,http://hdtv.haust.edu.cn/hls/hls186a15.m3u8
CCTV-17农业农村高清,http://hdtv.haust.edu.cn/hls/cctv17hd.m3u8
CCTV-17农业农村高清,http://hdtv.haust.edu.cn/hls/jlu_cctv17.m3u8
CCTV-17农业农村高清,http://hdtv.haust.edu.cn/hls/hls185a17.m3u8
CCTV世界地理高清,http://hdtv.haust.edu.cn/hls/hls184a515.m3u8
CCTV第一剧场高清,http://hdtv.haust.edu.cn/hls/hls184a512.m3u8
CCTV第一剧场高清,http://hdtv.haust.edu.cn/hls/dyjctv.m3u8
CCTV风云足球高清,http://hdtv.haust.edu.cn/hls/hls184a510.m3u8
CCTV风云足球高清,http://hdtv.haust.edu.cn/hls/fyzqtv.m3u8
CCTV风云剧场高清,http://hdtv.haust.edu.cn/hls/hls184a516.m3u8
CCTV风云音乐高清,http://hdtv.haust.edu.cn/hls/hls184a519.m3u8
CCTV怀旧剧场高清,http://hdtv.haust.edu.cn/hls/hls184a518.m3u8
CCTV怀旧剧场高清,http://hdtv.haust.edu.cn/hls/hjjctv.m3u8
CCTV兵器科技高清,http://hdtv.haust.edu.cn/hls/hls184a573.m3u8
CCTV兵器科技高清,http://hdtv.haust.edu.cn/hls/gfjstv.m3u8
CCTV女性时尚高清,http://hdtv.haust.edu.cn/hls/hls184a522.m3u8
CCTV电视指南高清,http://hdtv.haust.edu.cn/hls/hls186a88.m3u8
央视台球高清,http://hdtv.haust.edu.cn/hls/hls184a574.m3u8
CHC高清电影高清,http://hdtv.haust.edu.cn/hls/hls260.m3u8
CHC高清电影高清,http://hdtv.haust.edu.cn/hls/chchd.m3u8
CHC家庭影院高清,http://hdtv.haust.edu.cn/hls/hls259.m3u8
CHC动作电影高清,http://hdtv.haust.edu.cn/hls/hls261.m3u8
湖南卫视高清,http://hdtv.haust.edu.cn/hls/hunanhd.m3u8
湖南卫视高清,http://hdtv.haust.edu.cn/hls/jlu_hnhd.m3u8
湖南卫视高清,http://hdtv.haust.edu.cn/hls/hls115.m3u8
湖南卫视高清,http://hdtv.haust.edu.cn/hls/hls71a15.m3u8
浙江卫视高清,http://hdtv.haust.edu.cn/hls/zjhd.m3u8
浙江卫视高清,http://hdtv.haust.edu.cn/hls/jlu_zjhd.m3u8
浙江卫视高清,http://hdtv.haust.edu.cn/hls/hls68a51.m3u8
浙江卫视高清,http://hdtv.haust.edu.cn/hls/hls123.m3u8
东方卫视高清,http://hdtv.haust.edu.cn/hls/dfhd.m3u8
东方卫视高清,http://hdtv.haust.edu.cn/hls/jlu_dfhd.m3u8
东方卫视高清,http://hdtv.haust.edu.cn/hls/hls69a24.m3u8
东方卫视高清,http://hdtv.haust.edu.cn/hls/hls122.m3u8
江苏卫视高清,http://hdtv.haust.edu.cn/hls/jshd.m3u8
江苏卫视高清,http://hdtv.haust.edu.cn/hls/jlu_jshd.m3u8
江苏卫视高清,http://hdtv.haust.edu.cn/hls/hls68a52.m3u8
江苏卫视高清,http://hdtv.haust.edu.cn/hls/hls116.m3u8
北京卫视高清,http://hdtv.haust.edu.cn/hls/btv1hd.m3u8
北京卫视高清,http://hdtv.haust.edu.cn/hls/jlu_bjhd.m3u8
北京卫视高清,http://hdtv.haust.edu.cn/hls/hls69a21.m3u8
北京卫视高清,http://hdtv.haust.edu.cn/hls/hls117.m3u8
安徽卫视高清,http://hdtv.haust.edu.cn/hls/ahhd.m3u8
安徽卫视高清,http://hdtv.haust.edu.cn/hls/jlu_ahhd.m3u8
安徽卫视高清,http://hdtv.haust.edu.cn/hls/hls71a16.m3u8
安徽卫视高清,http://hdtv.haust.edu.cn/hls/hls141.m3u8
深圳卫视高清,http://hdtv.haust.edu.cn/hls/szhd.m3u8
深圳卫视高清,http://hdtv.haust.edu.cn/hls/jlu_szhd.m3u8
深圳卫视高清,http://hdtv.haust.edu.cn/hls/hls70a20.m3u8
深圳卫视高清,http://hdtv.haust.edu.cn/hls/hls110.m3u8
辽宁卫视高清,http://hdtv.haust.edu.cn/hls/lnhd.m3u8
辽宁卫视高清,http://hdtv.haust.edu.cn/hls/jlu_lnhd.m3u8
辽宁卫视高清,http://hdtv.haust.edu.cn/hls/hls126.m3u8
吉林卫视高清,http://hdtv.haust.edu.cn/hls/jlhd.m3u8
吉林卫视高清,http://hdtv.haust.edu.cn/hls/jlu_jlhd.m3u8
黑龙江卫视高清,http://hdtv.haust.edu.cn/hls/hljhd.m3u8
黑龙江卫视高清,http://hdtv.haust.edu.cn/hls/jlu_hljhd.m3u8
黑龙江卫视高清,http://hdtv.haust.edu.cn/hls/hls95.m3u8
黑龙江卫视高清,http://hdtv.haust.edu.cn/hls/hls71a14.m3u8
天津卫视高清,http://hdtv.haust.edu.cn/hls/tjhd.m3u8
天津卫视高清,http://hdtv.haust.edu.cn/hls/hls69a22.m3u8
天津卫视高清,http://hdtv.haust.edu.cn/hls/hls125.m3u8
重庆卫视高清,http://hdtv.haust.edu.cn/hls/cqhd.m3u8
重庆卫视高清,http://hdtv.haust.edu.cn/hls/jlu_cqhd.m3u8
重庆卫视高清,http://hdtv.haust.edu.cn/hls/hls186.m3u8
重庆卫视高清,http://hdtv.haust.edu.cn/hls/hls68a41.m3u8
湖北卫视高清,http://hdtv.haust.edu.cn/hls/hbhd.m3u8
湖北卫视高清,http://hdtv.haust.edu.cn/hls/jlu_hbhd.m3u8
湖北卫视高清,http://hdtv.haust.edu.cn/hls/hls70a17.m3u8
湖北卫视高清,http://hdtv.haust.edu.cn/hls/hls124.m3u8
山东卫视高清,http://hdtv.haust.edu.cn/hls/sdhd.m3u8
山东卫视高清,http://hdtv.haust.edu.cn/hls/jlu_sdhd.m3u8
山东卫视高清,http://hdtv.haust.edu.cn/hls/hls70a18.m3u8
山东卫视高清,http://hdtv.haust.edu.cn/hls/hls131.m3u8
广东卫视高清,http://hdtv.haust.edu.cn/hls/gdhd.m3u8
广东卫视高清,http://hdtv.haust.edu.cn/hls/jlu_gdhd.m3u8
广东卫视高清,http://hdtv.haust.edu.cn/hls/hls70a19.m3u8
广东卫视高清,http://hdtv.haust.edu.cn/hls/hls130.m3u8
四川卫视高清,http://hdtv.haust.edu.cn/hls/schd.m3u8
四川卫视高清,http://hdtv.haust.edu.cn/hls/hls185.m3u8
四川卫视高清,http://hdtv.haust.edu.cn/hls/hls67a42.m3u8
河南卫视高清,http://hdtv.haust.edu.cn/hls/hnhd.m3u8
东南卫视高清,http://hdtv.haust.edu.cn/hls/dnhd.m3u8
东南卫视高清,http://hdtv.haust.edu.cn/hls/jlu_dnwshd.m3u8
东南卫视高清,http://hdtv.haust.edu.cn/hls/hls77a55.m3u8
海南卫视高清,http://hdtv.haust.edu.cn/hls/lyhd.m3u8
海南卫视高清,http://hdtv.haust.edu.cn/hls/hls77a74.m3u8
河北卫视高清,http://hdtv.haust.edu.cn/hls/hebhd.m3u8
河北卫视高清,http://hdtv.haust.edu.cn/hls/jlu_hbhd1.m3u8
江西卫视高清,http://hdtv.haust.edu.cn/hls/jxhd.m3u8
广西卫视高清,http://hdtv.haust.edu.cn/hls/gxhd.m3u8
贵州卫视高清,http://hdtv.haust.edu.cn/hls/gzhd.m3u8
贵州卫视高清,http://hdtv.haust.edu.cn/hls/hls186a71.m3u8
沈阳新闻综合高清,http://hdtv.haust.edu.cn/hls/hls185a542.m3u8
凤凰卫视高清,http://hdtv.haust.edu.cn/hls/hls254.m3u8
凤凰资讯高清,http://hdtv.haust.edu.cn/hls/hls255.m3u8
BTV文艺高清,http://hdtv.haust.edu.cn/hls/btv2hd.m3u8
BTV科教高清,http://hdtv.haust.edu.cn/hls/btv3hd.m3u8
BTV影视高清,http://hdtv.haust.edu.cn/hls/btv4hd.m3u8
BTV财经高清,http://hdtv.haust.edu.cn/hls/btv5hd.m3u8
BTV生活高清,http://hdtv.haust.edu.cn/hls/btv7hd.m3u8
BTV青年高清,http://hdtv.haust.edu.cn/hls/btv8hd.m3u8
BTV新闻高清,http://hdtv.haust.edu.cn/hls/btv9hd.m3u8
BTV冬奥纪实高清,http://hdtv.haust.edu.cn/hls/btv11hd.m3u8
BTV冬奥纪实高清,http://hdtv.haust.edu.cn/hls/hls69a25.m3u8
BTV冬奥纪实高清,http://hdtv.haust.edu.cn/hls/hls162.m3u8
金鹰纪实高清,http://hdtv.haust.edu.cn/hls/gedocu.m3u8
金鹰纪实高清,http://hdtv.haust.edu.cn/hls/hls75a26.m3u8
金鹰纪实高清,http://hdtv.haust.edu.cn/hls/hls163.m3u8
上视纪实高清,http://hdtv.haust.edu.cn/hls/docuchina.m3u8
全纪实高清,http://hdtv.haust.edu.cn/hls/hls184a639.m3u8
足球频道高清,http://hdtv.haust.edu.cn/hls/zqhd.m3u8
家庭剧场HD高清,http://hdtv.haust.edu.cn/hls/hls75a28.m3u8
家庭剧场HD高清,http://hdtv.haust.edu.cn/hls/hls165.m3u8
大众影视HD高清,http://hdtv.haust.edu.cn/hls/hls75a27.m3u8
大众影视HD高清,http://hdtv.haust.edu.cn/hls/hls164.m3u8
家庭影院HD高清,http://hdtv.haust.edu.cn/hls/hls75a29.m3u8
家庭影院HD高清,http://hdtv.haust.edu.cn/hls/hls166.m3u8
爱映画高清,http://hdtv.haust.edu.cn/hls/hls78a46.m3u8
卡通剧场HD高清,http://hdtv.haust.edu.cn/hls/hls77a30.m3u8
卡通剧场HD高清,http://hdtv.haust.edu.cn/hls/hls167.m3u8
动漫秀场高清,http://hdtv.haust.edu.cn/hls/hls184a636.m3u8
游戏风云高清,http://hdtv.haust.edu.cn/hls/hls184a637.m3u8
晴天动画馆高清,http://hdtv.haust.edu.cn/hls/hls78a47.m3u8
时光剧场高清,http://hdtv.haust.edu.cn/hls/hls78a48.m3u8
CETV-1高清,http://hdtv.haust.edu.cn/hls/cetv1hd.m3u8
CETV-1高清,http://hdtv.haust.edu.cn/hls/hls67a45.m3u8
快乐垂钓高清,http://hdtv.haust.edu.cn/hls/hls186a69.m3u8
茶频道高清,http://hdtv.haust.edu.cn/hls/hls186a70.m3u8
Max极速汽车高清,http://hdtv.haust.edu.cn/hls/hls184a94.m3u8
金色频道高清,http://hdtv.haust.edu.cn/hls/hls184a90.m3u8
都市剧场高清,http://hdtv.haust.edu.cn/hls/hls185a95.m3u8
生活时尚高清,http://hdtv.haust.edu.cn/hls/hls184a91.m3u8
法治天地高清,http://hdtv.haust.edu.cn/hls/hls184a89.m3u8
欢笑剧场高清,http://hdtv.haust.edu.cn/hls/hls185a97.m3u8
IPTV5+高清,http://hdtv.haust.edu.cn/hls/hls184.m3u8
辽宁交通广播高清,http://hdtv.haust.edu.cn/hls/hls185a641.m3u8
辽宁经典音乐广播高清,http://hdtv.haust.edu.cn/hls/hls185a642.m3u8
CCTV-1综合,http://hdtv.haust.edu.cn/hls/cctv1.m3u8
CCTV-1综合,http://hdtv.haust.edu.cn/hls/hls1.m3u8
CCTV-2财经,http://hdtv.haust.edu.cn/hls/cctv2.m3u8
CCTV-2财经,http://hdtv.haust.edu.cn/hls/hls2.m3u8
CCTV-3综艺,http://hdtv.haust.edu.cn/hls/cctv3.m3u8
CCTV-4中文国际,http://hdtv.haust.edu.cn/hls/cctv4.m3u8
CCTV-5体育,http://hdtv.haust.edu.cn/hls/cctv5.m3u8
CCTV-6电影,http://hdtv.haust.edu.cn/hls/cctv6.m3u8
CCTV-7国防军事,http://hdtv.haust.edu.cn/hls/cctv7.m3u8
CCTV-7国防军事,http://hdtv.haust.edu.cn/hls/hls7.m3u8
CCTV-8电视剧,http://hdtv.haust.edu.cn/hls/cctv8.m3u8
CCTV-9纪录,http://hdtv.haust.edu.cn/hls/cctv9.m3u8
CCTV-9纪录,http://hdtv.haust.edu.cn/hls/hls5.m3u8
CCTV-10科教,http://hdtv.haust.edu.cn/hls/cctv10.m3u8
CCTV-10科教,http://hdtv.haust.edu.cn/hls/hls10.m3u8
CCTV-11戏曲,http://hdtv.haust.edu.cn/hls/cctv11.m3u8
CCTV-11戏曲,http://hdtv.haust.edu.cn/hls/hls11.m3u8
CCTV-12社会与法,http://hdtv.haust.edu.cn/hls/cctv12.m3u8
CCTV-12社会与法,http://hdtv.haust.edu.cn/hls/hls12.m3u8
CCTV-13新闻,http://hdtv.haust.edu.cn/hls/cctv13.m3u8
CCTV-13新闻,http://hdtv.haust.edu.cn/hls/hls13.m3u8
CCTV-14少儿,http://hdtv.haust.edu.cn/hls/cctv14.m3u8
CCTV-14少儿,http://hdtv.haust.edu.cn/hls/hls14.m3u8
CCTV-15音乐,http://hdtv.haust.edu.cn/hls/cctv15.m3u8
CCTV-15音乐,http://hdtv.haust.edu.cn/hls/hls41.m3u8
CGTN,http://hdtv.haust.edu.cn/hls/cctv16.m3u8
CCTV怀旧剧场,http://hdtv.haust.edu.cn/hls/hls94.m3u8
CCTV老故事,http://hdtv.haust.edu.cn/hls/hls113.m3u8
CCTV风云足球,http://hdtv.haust.edu.cn/hls/hls20.m3u8
CCTV兵器科技,http://hdtv.haust.edu.cn/hls/hls23.m3u8
CCTV女性时尚,http://hdtv.haust.edu.cn/hls/hls44.m3u8
CCTV央视文化精品,http://hdtv.haust.edu.cn/hls/hls61.m3u8
CCTV中学生,http://hdtv.haust.edu.cn/hls/hls184a536.m3u8
湖南卫视,http://hdtv.haust.edu.cn/hls/hunantv.m3u8
湖南卫视,http://hdtv.haust.edu.cn/hls/hls69.m3u8
浙江卫视,http://hdtv.haust.edu.cn/hls/zjtv.m3u8
浙江卫视,http://hdtv.haust.edu.cn/hls/hls70.m3u8
东方卫视,http://hdtv.haust.edu.cn/hls/dftv.m3u8
江苏卫视,http://hdtv.haust.edu.cn/hls/jstv.m3u8
江苏卫视,http://hdtv.haust.edu.cn/hls/hls17.m3u8
北京卫视,http://hdtv.haust.edu.cn/hls/btv1.m3u8
北京卫视,http://hdtv.haust.edu.cn/hls/hls68.m3u8
安徽卫视,http://hdtv.haust.edu.cn/hls/ahtv.m3u8
安徽卫视,http://hdtv.haust.edu.cn/hls/hls73.m3u8
深圳卫视,http://hdtv.haust.edu.cn/hls/sztv.m3u8
深圳卫视,http://hdtv.haust.edu.cn/hls/hls106.m3u8
辽宁卫视,http://hdtv.haust.edu.cn/hls/lntv.m3u8
辽宁卫视,http://hdtv.haust.edu.cn/hls/hls16.m3u8
辽宁卫视,http://hdtv.haust.edu.cn/hls/hls185a99.m3u8
吉林卫视,http://hdtv.haust.edu.cn/hls/jltv.m3u8
吉林卫视,http://hdtv.haust.edu.cn/hls/jlu_jsws.m3u8
吉林卫视,http://hdtv.haust.edu.cn/hls/hls84.m3u8
黑龙江卫视,http://hdtv.haust.edu.cn/hls/hljtv.m3u8
黑龙江卫视,http://hdtv.haust.edu.cn/hls/hls85.m3u8
天津卫视,http://hdtv.haust.edu.cn/hls/tjtv.m3u8
天津卫视,http://hdtv.haust.edu.cn/hls/hls81.m3u8
重庆卫视,http://hdtv.haust.edu.cn/hls/cqtv.m3u8
重庆卫视,http://hdtv.haust.edu.cn/hls/hls75.m3u8
湖北卫视,http://hdtv.haust.edu.cn/hls/hbtv.m3u8
湖北卫视,http://hdtv.haust.edu.cn/hls/hls83.m3u8
山东卫视,http://hdtv.haust.edu.cn/hls/sdtv.m3u8
山东卫视,http://hdtv.haust.edu.cn/hls/hls78.m3u8
广东卫视,http://hdtv.haust.edu.cn/hls/gdtv.m3u8
广东卫视,http://hdtv.haust.edu.cn/hls/hls72.m3u8
四川卫视,http://hdtv.haust.edu.cn/hls/sctv.m3u8
四川卫视,http://hdtv.haust.edu.cn/hls/hls77.m3u8
